domain,agency,result,robots_txt,plain_fetch_status,plain_fetch_host,block_style,headless_browser,lighthouse,platform,server_header,cloudflare,last_audit
franklincountyil.gov,"Franklin County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
gallatinco.illinois.gov,"Gallatin County, IL",open,allowed,200,bare-http,,ok or not needed,ok,,Apache,,2026-08-19
hamiltoncountyil.gov,"Hamilton County, IL",open,allowed,200,bare,,ok or not needed,ok,,Vercel,,2026-08-18
livingstoncountyky.org,"Livingston County, KY",open,allowed,200,bare-http,,ok or not needed,ok,,Apache,,2026-09-09
salinecounty.illinois.gov,"Saline County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
unioncountyky.org,"Union County, KY",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
whitecounty-il.gov,"White County, IL",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
bondcountyil.gov,"Bond County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
champaigncountyil.gov,"Champaign County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-13
clarkcountyil.org,"Clark County, IL",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
claycountyillinois.org,"Clay County, IL",blocks basic request,allowed,403,bare,denied-403,ok or not needed,failed,Cloudflare (other sites),cloudflare,yes,2026-08-18
colesco.illinois.gov,"Coles County, IL",broken or unreachable,allowed,error,bare,,ok or not needed,ok,,,,2026-08-18
cometocrawford.com,"Crawford County, IN",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-18
cumberlandcoil.gov,"Cumberland County, IL",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
dewittcountyil.gov,"DeWitt County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
douglascountyil.gov,"Douglas County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
edgarcountyillinois.com,"Edgar County, IL",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-09-11
effinghamcountyil.gov,"Effingham County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
fayettecountyillinois.gov,"Fayette County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-17
jaspercountyillinois.gov,"Jasper County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
jeffersoncounty.illinois.gov,"Jefferson County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
lasallecountyil.gov,"LaSalle County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
lawrencecounty.illinois.gov,"Lawrence County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
marioncountyil.gov,"Marion County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
piatt.gov,"Piatt County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
richlandcounty.illinois.gov,"Richland County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-16
vercounty.org,"Vermilion County, IL",broken or unreachable,allowed,error,bare,,ok or not needed,ok,,,,2026-08-19
waynecountyil.gov,"Wayne County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
branchcounty.gov,"Branch County, MI",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-18
casscountymi.org,"Cass County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
hillsdalecounty.gov,"Hillsdale County, MI",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-09
lenawee.mi.us,"Lenawee County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
stjosephcountymi.gov,"Saint Joseph County, MI",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
bentoncounty.in.gov,"Benton County, IN",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-19
elkhartcounty.com,"Elkhart County, IN",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-24
jaspercountyin.gov,"Jasper County, IN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
kosciusko.in.gov,"Kosciusko County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,cloudflare,yes,2026-07-19
lagrangecounty.org,"LaGrange County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,nginx,,2026-07-19
laporteco.in.gov,"LaPorte County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-16
pulaskionline.org,"Pulaski County, IN",open,allowed,200,bare,,ok or not needed,ok,,Flywheel,,2026-08-18
sjcindiana.gov,"Saint Joseph County, IN",blocks basic request and headless browser,allowed,403,bare,cloudflare-challenge,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-18
starke.in.gov,"Starke County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
co.steuben.in.us,"Steuben County, IN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.fulton.in.us,"Fulton County, IN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.marshall.in.us,"Marshall County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,ok,,nginx,,2026-08-17
blackfordcounty.com,"Blackford County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
carrollcountygovernment.org,"Carroll County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
co.fayette.in.us,"Fayette County, IN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
fountaincounty.net,"Fountain County, IN",robots.txt exclusion,crawl-delay,404,bare,,ok or not needed,none,,,,2026-07-19
jaycounty.net,"Jay County, IN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-17
miamicountyin.gov,"Miami County, IN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
montgomerycounty.in.gov,"Montgomery County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,cloudflare,yes,2026-07-19
tippecanoe.in.gov,"Tippecanoe County, IN",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-09-11
warrencounty.in.gov,"Warren County, IN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
co.wayne.in.us,"Wayne County, IN",open,allowed,200,www,,ok or not needed,ok,,Apache,,2026-08-18
franklincounty.in.gov,"Franklin County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
bullittky.com,"Bullitt County, KY",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
carrollcountygov.us,"Carroll County, KY",open,allowed,200,bare,,ok or not needed,ok,,Squarespace,,2026-08-18
co.clark.in.us,"Clark County, IN",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-19
gallatinky.org,"Gallatin County, KY",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Other,,,2026-08-24
hardincountyky.gov,"Hardin County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
louisvilleky.gov,"Jefferson County, KY",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-24
jeffersoncounty.in.gov,"Jefferson County, IN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
ohiocountyin.gov,"Ohio County, IN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-16
oldhamcountyky.gov,"Oldham County, KY",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
shelbycounty.ky.gov,"Shelby County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
spencercountyky.gov,"Spencer County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
switzerland-county.com,"Switzerland County, IN",broken or unreachable,allowed,error,bare,,ok or not needed,failed,,,,2026-09-13
trimblecountyky.gov,"Trimble County, KY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
monroecounty.gov,"Monroe County, NY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
gibsoncounty-in.gov,"Gibson County, IN",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-18
hancockky.us,"Hancock County, KY",open,allowed,200,bare,,ok or not needed,ok,,Sucuri,,2026-08-18
perrycounty.in.gov,"Perry County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
poseycountyin.gov,"Posey County, IN",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-18
evansvillegov.org,"Vanderburgh County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,nginx,,2026-07-19
vermilliongov.us,"Vermillion County, IN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
vigocounty.in.gov,"Vigo County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,nginx,,2026-07-19
warrickcounty.gov,"Warrick County, IN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
dallam.org,"Dallam County, TX",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-18
shermancountytx.gov,"Sherman County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
co.hansford.tx.us,"Hansford County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
co.ochiltree.tx.us,"Ochiltree County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.lipscomb.tx.us,"Lipscomb County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
co.hartley.tx.us,"Hartley County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.moore.tx.us,"Moore County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.hutchinson.tx.us,"Hutchinson County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.roberts.tx.us,"Roberts County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.hemphill.tx.us,"Hemphill County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
co.oldham.tx.us,"Oldham County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
co.potter.tx.us,"Potter County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
co.carson.tx.us,"Carson County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.gray.tx.us,"Gray County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
wheelercounty.texas.gov,"Wheeler County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
co.deaf-smith.tx.us,"Deaf Smith County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
randallcounty.gov,"Randall County, TX",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
co.armstrong.tx.us,"Armstrong County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.donley.tx.us,"Donley County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.collingsworth.tx.us,"Collingsworth County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
parmercounty.texas.gov,"Parmer County, TX",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
co.castro.tx.us,"Castro County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.swisher.tx.us,"Swisher County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-13
co.briscoe.tx.us,"Briscoe County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
co.hall.tx.us,"Hall County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-13
childresstx.us,"Childress County, TX",open,allowed,200,www,,ok or not needed,ok,,Apache,,2026-08-18
co.bailey.tx.us,"Bailey County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.lamb.tx.us,"Lamb County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
halecounty.org,"Hale County, TX",robots.txt exclusion,disallowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.floyd.tx.us,"Floyd County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.motley.tx.us,"Motley County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
cottlecountytx.gov,"Cottle County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
co.hardeman.tx.us,"Hardeman County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
co.cochran.tx.us,"Cochran County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.hockley.tx.us,"Hockley County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-13
lubbockcounty.gov,"Lubbock County, TX",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,nginx,,2026-07-19
co.crosby.tx.us,"Crosby County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
co.dickens.tx.us,"Dickens County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.king.tx.us,"King County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
knoxcountytexas.org,"Knox County, TX",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
foardcounty.texas.gov,"Foard County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
yoakumcounty.gov,"Yoakum County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
co.terry.tx.us,"Terry County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-13
co.lynn.tx.us,"Lynn County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-16
garzacounty.gov,"Garza County, TX",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
co.kent.tx.us,"Kent County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
stonewallcounty.org,"Stonewall County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.gaines.tx.us,"Gaines County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-13
co.dawson.tx.us,"Dawson County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
co.borden.tx.us,"Borden County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.scurry.tx.us,"Scurry County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
co.andrews.tx.us,"Andrews County, TX",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
co.martin.tx.us,"Martin County, TX",open,allowed,200,bare-http,,ok or not needed,ok,,,,2026-09-09
co.howard.tx.us,"Howard County, TX",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
co.mitchell.tx.us,"Mitchell County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.nolan.tx.us,"Nolan County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
fishercounty.org,"Fisher County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
co.jones.tx.us,"Jones County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
haskellcountytx.gov,"Haskell County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
co.hudspeth.tx.us,"Hudspeth County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
epcounty.com,"El Paso County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.culberson.tx.us,"Culberson County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
jeffdaviscounty.texas.gov,"Jeff Davis County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.presidio.tx.us,"Presidio County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
reevescounty.org,"Reeves County, TX",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
co.loving.tx.us,"Loving County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
boonecounty.in.gov,"Boone County, IN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
clintoncountyin.gov,"Clinton County, IN",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
delawarecounty.in.gov,"Delaware County, IN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
hamiltoncounty.in.gov,"Hamilton County, IN",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
hancockin.gov,"Hancock County, IN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
co.hendricks.in.us,"Hendricks County, IN",robots.txt exclusion,crawl-delay,200,www,,error,ok,,nginx,,2026-09-09
henrycounty.in.gov,"Henry County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
madisoncounty.in.gov,"Madison County, IN",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
indy.gov,"Marion County, IN",open,allowed,200,bare,,ok or not needed,ok,,envoy,,2026-08-19
rushcounty.in.gov,"Rush County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-12
tiptongov.com,"Tipton County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,ok,,nginx,,2026-08-11
brewstercounty.gov,"Brewster County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.ward.tx.us,"Ward County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-13
co.winkler.tx.us,"Winkler County, TX",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
co.pecos.tx.us,"Pecos County, TX",open,allowed,200,www,,ok or not needed,ok,,Apache,,2026-09-09
co.crane.tx.us,"Crane County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.terrell.tx.us,"Terrell County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
valverdecounty.texas.gov,"Val Verde County, TX",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
co.crockett.tx.us,"Crockett County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.upton.tx.us,"Upton County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
co.glasscock.tx.us,"Glasscock County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.reagan.tx.us,"Reagan County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
sterlingcotx.gov,"Sterling County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
co.irion.tx.us,"Irion County, TX",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
co.coke.tx.us,"Coke County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
tomgreencountytx.gov,"Tom Green County, TX",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
schleichercounty.gov,"Schleicher County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-17
co.sutton.tx.us,"Sutton County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
bentoncountyar.gov,"Benton County, AR",blocks basic request,allowed,403,bare,cloudflare-challenge,ok or not needed,none,Cloudflare (other sites),cloudflare,yes,2026-07-25
boonecountyar.com,"Boone County, AR",open,allowed,200,bare,,ok or not needed,ok,,Server,,2026-09-13
carrollcounty.us,"Carroll County, AR",open,allowed,200,bare-http,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
baxtercountyar.gov,"Baxter County, AR",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
claycountyarkansas.org,"Clay County, AR",open,allowed,200,www,,error,ok,,nginx,,2026-08-18
craigheadcountyar.gov,"Craighead County, AR",broken or unreachable,allowed,error,bare,,ok or not needed,ok,,,,2026-08-18
crawfordcountyar.gov,"Crawford County, AR",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
crittendencountyar.org,"Crittenden County, AR",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
crosscountyar.org,"Cross County, AR",open,allowed,200,bare,,ok or not needed,ok,,Server,,2026-08-18
delaware.okcounties.org,"Delaware County, OK",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-11
